"Two_yr_Recidivismyes","Number_of_Priors","Age_Above_FourtyFiveyes","Age_Below_TwentyFiveyes","FemaleFemale","Misdemeanoryes","ethnicityAfrican_American","ethnicityAsian","ethnicityHispanic","ethnicityNative_American","ethnicityOther"
0,-0.598902033650513,0,0,0,1,0,0,0,0,0
1,0.139935152864877,0,1,0,1,1,0,0,0,0
0,-0.77077537039081,0,1,0,0,1,0,0,0,0
1,-0.28023124122802,0,0,0,0,1,0,0,0,0
1,-0.735562955682065,0,1,1,1,1,0,0,0,0
1,-0.602796871425737,1,0,1,1,0,0,0,0,0
1,0.556886976546426,0,1,0,0,1,0,0,0,0
0,-0.670456358675607,1,0,0,0,0,0,0,0,0
0,0.1652450440305,0,1,0,0,1,0,0,0,0
0,-0.621805779634115,0,1,0,0,1,0,0,0,0
1,0.109190463431334,0,0,0,1,1,0,0,0,0
1,-0.528952123874071,0,1,0,0,1,0,0,0,0
0,0.535506319892906,0,0,0,1,0,0,0,0,0
0,-0.210237362469003,1,0,0,0,1,0,0,0,0
0,-0.11761416518822,0,0,0,0,0,0,0,0,0
0,-0.46069265214813,1,0,0,1,1,0,0,0,0
0,-0.390298286657106,0,0,0,0,0,0,0,0,0
1,0.937805179373299,0,0,1,0,1,0,0,0,0
1,-0.506954320219738,0,1,0,0,1,0,0,0,0
0,-0.534684379065747,0,1,1,0,0,0,0,0,0
0,-0.738099389633596,0,0,0,0,0,0,0,0,0
1,-0.128191370235937,0,0,0,1,1,0,0,0,0
0,-0.614676177554378,0,0,1,0,0,0,0,0,0
0,-0.79031204047355,0,0,0,1,0,0,0,0,0
0,-0.670014611200483,1,0,1,1,0,0,0,0,0
0,0.496824712113527,0,0,0,1,0,0,0,0,0
1,0.974825441466051,1,0,0,0,1,0,0,0,0
0,-0.668419028503791,0,0,0,1,0,0,0,0,0
1,-0.685597230253812,0,0,1,1,0,0,0,0,0
1,0.18492232977262,1,0,0,0,0,0,0,0,0
0,-0.156966649823468,0,0,0,0,1,0,0,0,0
0,-0.595655602139065,0,0,0,1,1,0,0,0,0
1,-0.301102896599284,0,0,0,1,1,0,0,0,0
1,-0.487180348481771,0,0,0,0,0,0,0,0,0
1,1.01906475003988,0,0,0,0,1,0,0,0,0
1,0.246849228395488,1,0,0,0,0,0,0,0,0
0,-0.506364466901637,0,1,0,1,1,0,0,0,0
1,-0.0762488675981576,0,0,0,0,0,0,0,0,0
